5566a5a922783d8584c55a9f63150a5912d24d391d3dd9a72230c885fd00d148,1483377293,1489362801,1,1
710f2970abf46347a5a30619199fd87d6a7e25d1c3e47e3a07793d7aa27ef7ff,1999500000,1489362801,1,2
1b70c4b03b845c09bf7839280524801f30220f535a99d0008c43e9233b205449,99350000,1489362801,1,2
ffcb98c76824373c4c427ee611dbe0368e335e28f033be25cf001bcd2c7eae75,1257104100,1489362801,4,2
d15fc2f7898a45ccabffd64ece28b289f1084ccbe35f2924f1acb8f1abd3041f,147100000,1489362801,1,2
bfd3eba1befb8d4b63903444217d039637e20fd42109dd908fa20c44ec92ffe6,780000,1489362801,1,1
4c176bda3a76b7814adc01d6df292abcc77359d54d3df301d01aa942009a8d7f,23603636,1489362801,1,2
f455f9d7ca755aed83495b29e529548610e5f2739f132adf627f1eaa1d27dd59,4720749528,1489362801,1,2
3f52e02577f5613fa113efb99b51052d8e97be36f45bfec636fdcf6bc3609e43,7051500,1489362801,1,2
7d1b8ea4d2511954d0bf8acf26d2b59a67cec2545b5ecb31021ecb0391057ffc,5780000,1489362801,1,2
b8a8c7bfb300944f6f7992215e8c24fb8e001b8d2f86665644d87a8028769ae3,49570000,1489362801,1,1
a37a53f708347a4a2bb1af14bda1006cdfa33823a4a7f27ec2ffc3ec356d48dd,13110408,1489362801,1,2
72b05f688baa189433b62e9bc93893562632ed8013d47e70cbf7fc122fe988d3,193130500,1489362801,1,2
3718b59c746d81f5c20bbbd92f7889972d742d0e5af752ea4990e3bee1d3a0cf,99820000,1489362801,1,2
252f92402a77ea6b47008054435af54c4c0646a8c319ddbb52d87f755cd951b1,177709000,1489362801,1,2
464cae85f0ca503014f4aa9bfa11a69b842bc5b098e921fefd49fa5340975b95,79340120,1489362801,1,2
8fa5ab81c30b0053f5c740a57206d983c753bfff04b81bd676fd3f778ec0c75a,15510000,1489362801,1,2
a9e9948e315e9d2783560abaf0756826ee7c85c5cb012b2826eacfd201598253,176700800,1489362801,1,2
2af6d67c55338d042543ae0b4ab0826e13a2c42d80724cfa35bfb13c182affbf,32681467,1489362801,1,2
036cf2bdf85e77977826d891c133a17bf62404783313b67ceae110caef84a8ed,1817022,1489362801,7,2
